,age,sex,has_pets,is_parent,relation,is_driver,tr_per_month,median_tr,mean_tr
9391,42.0,1,0,1,0,0,12.237506443298969,390.75,570.9271794871796
12027,47.0,2,0,0,4,0,18.00157587548638,860.5,1845.8619736842104
2008,47.0,1,0,1,0,0,5.348332667731629,400.0,840.5090909090909
15332,41.0,1,0,1,0,0,23.61978312302839,1432.75,4600.817073170731
27189,33.0,2,0,1,4,0,34.907291015625,337.43,2535.270749318801
22317,43.0,1,0,0,0,0,11.523225838658147,594.79,1455.93776371308
12841,32.0,2,0,1,0,0,43.15172481515712,251.0,898.2830899608866
29069,45.0,2,0,0,0,0,35.1755501497006,191.0,1694.38896373057
9337,39.0,2,0,0,0,0,10.719905660377355,400.0,6491.119375000001
15099,34.0,2,0,0,4,0,11.63762867647059,18496.0,80399.78461538462
24895,34.0,1,0,1,0,0,4.362288273615635,529.115,817.5298863636364
19131,25.0,1,0,0,0,0,1.3976116071428573,4000.0,5566.666666666667
4704,57.0,1,0,1,0,0,5.455666273584906,2021.5,7162.568596491229
29384,28.0,1,0,0,0,0,11.736252648305085,532.0,660.1670329670329
21573,34.0,2,0,0,0,0,13.253525316455695,500.11,3081.399244186046
17561,21.0,2,0,0,0,0,5.527773262331839,103.9,258.1492592592593
11212,31.0,2,0,1,0,0,48.06828296703297,500.0,1243.43337972167
11955,45.0,1,0,1,0,0,27.71759306426333,470.0,922.2123407917384
19791,50.0,1,0,0,0,0,28.307745429252783,801.17,2406.0606666666667
2995,37.0,1,0,1,0,0,21.740625,900.0,3506.608413793104
1636,32.0,2,0,0,0,0,5.167550933786078,1434.74,8361.2462
14446,30.0,2,0,0,0,0,40.1805338748019,285.0,1205.783901560624
19312,40.0,2,0,0,0,0,76.0921875,300.0,359.6
13739,56.0,2,0,0,0,0,5.791086836283186,464.0,6583.144883720931
3378,69.0,1,0,0,0,0,8.734525748239436,325.34,1084.8294478527607
6975,38.0,2,0,1,0,0,1.4525189804772234,751.8,1449.6495454545454
1,36.0,2,0,0,0,0,0.4212716262975778,2000.0,6518.5
10087,47.0,1,0,0,0,0,1.0,19000.0,19000.0
1569,35.0,1,0,1,0,0,58.72694847178684,800.0,1560.5729325751422
17598,63.0,2,0,0,0,0,1.373092105263158,23000.0,36104.85555555556
16324,40.0,1,0,1,0,0,4.7961136363636365,1139.795,1404.9560256410257
16260,53.0,1,0,0,1,0,1.0,2698.39,2698.39
20306,39.0,2,0,1,4,0,17.665323529411765,1339.29,3281.456858108108
3638,39.0,2,0,1,0,0,1.0995258620689656,791.015,961.845
24438,38.0,2,0,0,0,0,1.4357016509433962,12250.0,12250.0
6742,26.0,1,1,1,0,0,26.66370867768596,282.98,1020.5320283018868
19831,26.0,1,0,0,0,0,21.291850630733947,376.0,709.5007868852458
22086,32.0,2,0,1,0,0,4.410438893312102,2075.8,14533.633186813187
9536,53.0,1,0,0,0,0,9.695818965517242,1775.0,3960.796907216495
22434,63.0,1,0,0,0,0,9.50753537735849,962.99,2707.62322147651
20795,24.0,2,0,0,0,0,0.5567721036585366,128.5,355.8333333333333
29680,34.0,1,0,1,0,0,13.597538831360946,638.0,769.0229801324504
12762,35.0,2,0,0,0,0,3.004914410828025,9500.0,19909.342741935485
28545,44.0,1,0,1,4,0,2.7669886363636365,2872.6,2872.6
18987,31.0,2,0,0,0,0,54.57278289473685,660.0,4719.239902152642
3687,23.0,1,0,1,1,0,55.0648195977918,141.6,637.1808020924149
20075,43.0,2,0,1,0,0,32.696800947867295,331.775,1478.958691176471
9424,43.0,2,0,0,0,0,36.564430693069305,278.3,704.9511538461539
9340,24.0,2,0,0,0,0,0.81165,950.0,950.0
11327,39.0,2,0,0,0,0,18.456921,274.0,1431.5655408970974
10714,30.0,2,0,1,1,0,9.34846875,331.1,1811.0976744186048
982,58.0,1,0,0,0,0,1.334393267223382,3900.0,21541.48809523809
14695,35.0,1,0,1,0,0,61.5950029620853,264.0,598.3536299765808
23380,53.0,2,0,0,4,0,34.92834478021978,539.0,1399.4084678522572
18437,39.0,2,0,1,0,0,62.87743142633229,245.045,696.7677389984825
11757,59.0,2,0,0,4,0,0.195108173076923,2767.655,2767.655
21415,39.0,2,0,1,4,0,18.701026645768028,244.67,3332.8529846938773
19877,46.0,1,0,1,7,0,14.496043314873418,500.0,1600.2572425249168
11486,48.0,1,0,1,0,0,40.25363047001621,400.0,893.4151960784314
8274,34.0,2,0,0,0,0,14.480229710820897,245.0,2985.3817254901965
1828,40.0,2,0,0,0,0,5.838520047169811,1123.8000000000002,3349.815983606557
3980,43.0,2,1,1,4,0,39.94541208791209,800.0,1936.776351674641
15878,30.0,2,0,1,0,0,16.1860838150289,464.75,2819.2803804347827
9286,31.0,2,0,0,0,0,2.0,4850.0,4850.0
18785,42.0,2,0,0,0,0,6.235047169811321,1091.25,7398.301184210526
22860,32.0,2,0,0,0,0,3.511947115384616,303.25,822.4325925925923
3664,46.0,1,0,0,1,0,8.69625,200.0,272.5
6113,26.0,2,0,1,0,0,56.61549085850557,386.0,1448.5083589743592
1092,40.0,2,0,1,0,0,19.107060331230283,757.375,4111.454547738694
18095,38.0,1,0,1,0,0,5.368393700787402,1448.25,2958.168125
20528,43.0,2,0,1,4,0,19.73116029179811,1139.9,2709.485328467153
22287,45.0,2,0,0,0,0,37.88982227488151,253.78,564.8067766497462
559,40.0,2,0,0,0,0,11.282202429983524,1200.0,1665.6703111111108
1013,48.0,1,0,0,3,0,9.865745689655173,388.0,681.2789361702127
9737,33.0,2,0,1,4,0,21.71323523622048,350.5,688.8902207505517
821,22.0,1,0,0,0,0,11.924715639810426,147.44,304.91903225806453
2125,52.0,1,0,0,0,0,13.05824461722488,1600.0,4173.903159851301
1300,46.0,1,0,0,0,0,11.801050080775443,1200.0,2754.9375
17547,72.0,2,0,0,4,0,24.28271061912226,356.44,1721.7280943025542
5642,33.0,2,0,0,0,0,1.9850135869565213,447.0,549.0
20146,33.0,2,0,0,0,0,35.339784688995216,600.0,1916.5727747252747
7227,32.0,1,0,1,0,0,42.23892857142857,375.585,1024.202839366516
1446,36.0,2,0,1,0,0,7.536286940894568,800.0,8462.945161290323
24287,50.0,1,0,1,4,0,13.560018028846152,2291.86,4920.40118705036
22812,52.0,1,0,1,0,0,10.655295329670327,905.0,2692.462062780269
10177,47.0,1,0,0,0,0,5.873782894736842,7000.0,9747.711404958678
10466,36.0,1,0,1,0,0,49.17958223684211,269.85,515.3678501628664
5229,64.0,2,0,1,0,0,5.0728125,1127.75,8366.216857142857
21913,51.0,1,0,0,0,0,3.4856134969325154,2930.5,4749.871785714286
29493,43.0,2,0,0,1,0,11.341128582802549,975.0,3373.7557692307696
3872,57.0,2,0,1,0,0,12.504127004008016,1000.0,3793.074195121952
7229,57.0,1,1,0,0,0,24.11978773584905,270.5,511.812619047619
93,23.0,1,0,1,0,0,5.3337,710.135,921.35
7420,42.0,1,0,1,0,0,31.341883802816906,600.0,1473.9774772036476
23605,23.0,2,0,0,0,1,3.114470930232558,600.0,1066.9645454545455
22083,30.0,1,0,1,0,0,2.0871,344.45000000000005,798.6945833333333
802,48.0,2,0,0,0,0,25.66620493730408,350.0,1232.9713568773236
5868,59.0,1,1,0,0,0,44.05081269968051,250.0,789.3239183222958
29563,33.0,2,0,0,0,0,4.1394150000000005,550.0,2302.6470588235293
25934,43.0,2,0,0,0,0,24.89405750798722,566.5450000000001,2841.08962890625
7343,27.0,1,0,1,0,0,4.846636146496815,456.15,572.4347000000001
24542,23.0,2,0,0,0,0,10.634570783132531,140.0,332.19991379310346
16758,59.0,2,0,0,0,0,8.744670100222718,1238.53,2281.249302325581
29481,57.0,1,0,0,4,0,4.448466346153846,6600.0,6558.923947368421
25692,36.0,2,0,0,0,0,3.8908994845360825,3000.0,9194.90322580645
24981,57.0,2,0,0,0,0,14.379185431985295,1552.0,4398.637042801556
2175,44.0,2,0,1,0,0,9.508537087912089,434.0,1891.719045226131
20772,43.0,2,0,0,0,0,0.3757638888888889,400.0,433.3333333333333
25863,36.0,1,0,1,0,0,35.74330386513158,331.97,1057.9523389355743
29878,43.0,1,0,1,0,0,1.5417371323529414,796.8,793.7690322580644
12030,31.0,1,0,0,0,0,22.23132249216301,449.5,619.2260085836908
9661,21.0,1,0,0,0,0,13.089984702797205,224.9,520.3692682926829
19108,30.0,1,0,1,0,0,5.873782894736842,1798.0,2987.675785123967
21083,34.0,1,0,1,0,0,33.17763625592417,226.5,604.3786521739131
2007,33.0,2,0,0,0,0,5.401766211604096,6000.0,19274.943461538463
22570,35.0,1,0,0,0,0,4.231864973262032,347.0,1650.132564102564
9768,65.0,2,0,0,0,0,2.598269817073171,15000.0,19714.28571428572
14971,30.0,2,0,0,0,0,21.121497545008182,278.5,741.7255424528302
13500,36.0,2,0,1,0,0,20.644141304347823,906.695,6735.53673076923
10071,26.0,1,0,1,1,0,28.842562500000003,267.56,715.2239363484088
17671,33.0,2,0,1,0,0,5.636458333333334,16000.0,19959.778347826086
20058,44.0,2,0,1,0,0,3.3447115384615387,709.25,1384.0412857142856
5670,52.0,1,0,0,0,0,3.544019691780821,1318.035,3715.949705882353
12401,73.0,2,0,0,0,0,11.235088087248323,586.16,9198.53818181818
27140,36.0,2,0,1,0,0,16.157847222222223,395.0,3122.282093023256
23032,32.0,1,0,1,0,0,2.1029113636363634,770.24,1261.586052631579
9611,36.0,2,0,1,0,0,16.86435836106489,254.28,966.8024624624624
28740,35.0,1,0,1,0,0,5.882182584269663,393.0,1314.2977906976744
14605,47.0,1,0,0,4,0,1.3300147058823528,5000.0,12303.962307692307
27420,44.0,2,0,1,3,0,13.554297741679871,1288.0,2544.7630604982205
1118,22.0,2,0,0,0,0,3.3439616031390136,210.0,1189.625306122449
2982,38.0,2,0,0,0,0,11.979954,364.7,844.0378455284553
4578,27.0,1,1,0,0,0,56.364583333333336,302.0,792.0691538461538
20111,39.0,1,0,0,0,0,3.458735795454545,7400.0,23704.371428571427
459,21.0,1,0,0,0,0,1.4156686046511626,450.0,543.5
